z,exact_sigmoid,poly_sigmoid
[ 1.8919983   1.01546634 -2.03978433],[0.86898321 0.73408856 0.1150887 ],[ 0.91930471  0.73839901 -0.07235688]
[-0.3381803   0.11384276 -0.11080138],[0.41625157 0.52842999 0.47232796],[0.41373944 0.52826629 0.4721155 ]
[-1.52843415 -0.13266125  0.72745724],[0.1782229  0.46688324 0.67424703],[0.0828498 0.4665707 0.6739264]
[ 2.17779589  0.42997039 -2.3244454 ],[0.89823778 0.6058666  0.08911854],[ 0.97330705  0.60471948 -0.16215705]
[ 0.49029497  1.30177712 -0.9529281 ],[0.62017592 0.78613392 0.27829634],[0.61896791 0.80002492 0.2481469 ]
[-0.72564156  0.38089469  0.30911875],[0.32615189 0.59408887 0.57667014],[0.31069128 0.59304746 0.57584637]
[-0.86012758 -0.83808304  0.24799948],[0.29731269 0.30193867 0.56168404],[0.27387081 0.27994349 0.56107731]
[-0.67667575 -0.11259826  0.38549012],[0.33700364 0.47188014 0.59519657],[0.32396271 0.47166026 0.59414349]
[-1.31917686 -0.68798042  0.28341052],[0.21095528 0.33448249 0.57038216],[0.14410237 0.32090514 0.56964781]
[-1.00132343 -0.05349116  0.09157762],[0.2686813  0.4866304  0.52287842],[0.23462941 0.48658429 0.52276861]
[-1.46471082 -0.17144958  0.9011935 ],[0.18774787 0.45724229 0.71119471],[0.10164163 0.45669668 0.71311613]
[-1.70815414 -0.54804797  0.86964537],[0.15340329 0.36631741 0.7046719 ],[0.02919461 0.35848266 0.7060671 ]
[-0.53701781 -0.40894125 -0.08786758],[0.36888159 0.39916602 0.47804723],[0.36141972 0.39525619 0.47791729]
[ 0.26545066  1.0680487  -0.80111781],[0.56597571 0.74422566 0.30978646],[0.5653057  0.74990125 0.2900937 ]
[-1.28075774 -0.25788907  0.45938793],[0.21742127 0.43588269 0.61286897],[0.15520546 0.43453013 0.61168142]
[-1.48530187 -0.06599487  0.95383427],[0.18462794 0.48350727 0.72188563],[0.09558271 0.48343595 0.72481157]
[ 0.61129426  0.50547974 -1.0083034 ],[0.64823598 0.62374622 0.26731201],[0.64721835 0.62253729 0.23267401]
[-1.83115585 -0.98376731  0.93684878],[0.13810064 0.27214491 0.71846269],[-0.00808594  0.2395412   0.72104691]
[-1.26604276 -0.98756657  0.66005726],[0.21993542 0.27139299 0.65927325],[0.15944635 0.23847904 0.65847918]
[-0.94160725  0.2931831   1.55264109],[0.2805758  0.57277523 0.82529486],[0.25129882 0.57200643 0.85199986]
[ 0.3683799  -0.01259404 -0.49537322],[0.59106745 0.49685153 0.37862859],[0.59005942 0.49684911 0.37247578]
[-1.46813885 -0.07220394  0.90367671],[0.18722566 0.48195685 0.71170448],[0.10063381 0.48187081 0.7136697 ]
[-1.14517215 -0.5534806   0.35777162],[0.24137201 0.36505726 0.5885009 ],[0.19403567 0.35703474 0.5875229 ]
[-1.35878587 -0.59964177  0.94092259],[0.2044377  0.35442566 0.71928598],[0.13260905 0.344696   0.72195062]
[-1.219938   -1.50006004  0.57851836],[0.22794736 0.18241657 0.64072641],[0.17269177 0.09123229 0.63960934]
[ 0.58500424  1.34106902 -0.3932747 ],[0.64221807 0.79266569 0.40292923],[0.64111761 0.80829026 0.39936135]
[-0.1470857   0.85122082 -0.21716206],[0.46329473 0.70082317 0.44592184],[0.46290406 0.70193655 0.44500209]
[ 0.25845661 -0.77473268 -0.01976502],[0.56425685 0.31545622 0.4950589 ],[0.56361216 0.29731367 0.49505288]
[-1.04640933 -0.70045522  0.6964208 ],[0.2599152  0.33171131 0.66739374],[0.22197308 0.31752663 0.66683017]
[ 1.24318878  0.81538153 -1.7447832 ],[0.77611858 0.69325509 0.1487064 ],[0.78761442 0.69387268 0.01814017]
[-1.15032924 -0.75643831  0.41160808],[0.24042895 0.31942005 0.6014734 ],[0.19256883 0.30230744 0.6003607 ]
[ 0.78041706 -0.46248802 -1.12176058],[0.68576999 0.38639576 0.24568486],[0.6859685  0.38116957 0.20068465]
[ 1.47914299  0.5354356  -1.90003488],[0.8144431  0.63074998 0.13010453],[ 0.83696779  0.62955853 -0.02916071]
[ 0.83847056  0.7464633  -1.01186832],[0.698143   0.67840758 0.26661438],[0.69907215 0.67825771 0.23167476]
[-0.21391929  0.19700145 -0.2709014 ],[0.44672319 0.5490917  0.43268582],[0.44583376 0.54866822 0.43117384]
[-0.81480455  0.28031217  0.40755671],[0.30686762 0.56962275 0.60050188],[0.28634027 0.56889942 0.59939764]
[ 2.3225132   0.52691663 -2.40821514],[0.91072449 0.62876368 0.08254839],[ 0.99971729  0.62756454 -0.18904629]
[ 0.15352509  1.557444   -0.30929153],[0.53830606 0.82598628 0.42328768],[0.53802772 0.85297652 0.4212422 ]
[0.26393072 1.61919968 0.24199854],[0.5656023  0.83468473 0.5602061 ],[0.56493779 0.86547281 0.55962119]
[ 3.5721615   1.18918674 -3.84720288],[0.9726727  0.76659558 0.02089349],[ 1.20163531  0.77608421 -0.68381527]
[-0.48453435  0.45226084  0.05206874],[0.38118198 0.61117663 0.51301424],[0.37534481 0.60999711 0.51297652]
[ 1.34382372  0.69539255 -0.55158571],[0.79311805 0.66716545 0.36549659],[0.808868   0.66659458 0.35753987]
[-0.42221085 -0.7121503  -0.19058601],[0.39598783 0.32912388 0.4524972 ],[0.39177336 0.31435505 0.45180865]
[-1.97492557 -1.09580258  0.81657809],[0.12186081 0.25052719 0.69350948],[-0.05223636  0.20803761  0.69414253]
[-0.20553386  0.15053346 -0.19446408],[0.44879666 0.53756246 0.45153661],[0.44798287 0.53729346 0.45081673]
[-1.57553312 -0.9752622   0.73111789],[0.17142903 0.27383288 0.67505054],[0.06888215 0.2419174  0.67476147]
[ 0.68619336 -0.33220919 -1.25803181],[0.66511959 0.41770319 0.22131289],[0.66448542 0.41529226 0.16175239]
[-1.26265133 -0.76450637  0.49759376],[0.22051782 0.31766868 0.62189369],[0.16042284 0.30010636 0.62068445]
[ 2.40579586  0.27097241 -2.36492207],[0.9172682  0.56733161 0.08588697],[ 1.01463116  0.56664171 -0.17512336]
[-0.9089288   0.37371188  0.51402026],[0.28721909 0.59235559 0.62574844],[0.26037553 0.59133306 0.62454181]
[ 0.2875441   0.74303453 -0.77909656],[0.57139478 0.67765907 0.31451463],[0.5706458  0.67747713 0.29612099]
[ 2.66394079  0.58629548 -2.65866441],[0.93486504 0.64251471 0.06545699],[ 1.05953649  0.64141773 -0.27069355]
[ 0.31930021  0.1646471  -0.74985816],[0.5791537  0.54106904 0.32085221],[0.57829576 0.54075515 0.30410115]
[ 0.54639211  0.87544254 -0.72970163],[0.63329813 0.70587691 0.32526021],[0.63211986 0.70736464 0.30958763]
[-1.07458125 -0.10926706  0.7629156 ],[0.25453283 0.47271038 0.68198641],[0.21403382 0.47250414 0.6819983 ]
[-0.43843476 -0.35919386 -0.06390783],[0.392114   0.41115472 0.48402848],[0.38750793 0.40826623 0.48396178]
[-0.45681299 -0.15624631 -0.3206202 ],[0.38774214 0.4610177  0.42052461],[0.38266658 0.46057223 0.41830299]
[-0.64430852 -0.86064754  0.44008671],[0.34427324 0.29720407 0.60827969],[0.33269587 0.2737274  0.60711653]
[-0.66353314  0.38314684  0.07569443],[0.33994639 0.59463186 0.51891458],[0.32751257 0.59358469 0.51883766]
[ 1.11261415  1.02200006 -1.81636608],[0.75261615 0.735362   0.13987049],[ 0.75958488  0.73983275 -0.0035793 ]
[ 1.43835309  0.32147265 -1.62924995],[0.80819949 0.57968311 0.16393314],[0.82855538 0.57881799 0.05287068]
[ 0.13431067  0.58658302 -0.26236433],[0.53352728 0.64258075 0.43478259],[0.53330708 0.64148456 0.43337639]
[-0.0047965   1.38815196 -0.06371738],[0.49880088 0.80029705 0.48407604],[0.49880053 0.8181335  0.48400976]
[-1.68738662 -0.67497632  0.95117222],[0.15611983 0.33738346 0.72135086],[0.03544424 0.32442203 0.72422213]
[-1.48136822 -0.41507746  0.51611282],[0.18522085 0.39769527 0.62623836],[0.09674117 0.3936463  0.62503262]
[ 0.44416013 -0.83589558 -0.79098811],[0.60924986 0.30239993 0.31195654],[0.60808086 0.28054528 0.29286804]
[-1.85328599 -1.05812009  0.76864494],[0.13548755 0.25766887 0.6832277 ],[-0.01484153  0.21867571  0.68329901]
[-0.51325502 -0.18029987  0.15007776],[0.37443078 0.45504674 0.53744918],[0.36773478 0.45443741 0.53718159]
[-0.91249461  0.11520438  0.25180536],[0.28648963 0.52876928 0.56262081],[0.25938665 0.52860201 0.56200025]
[ 0.56883188 -0.4893691  -0.32069127],[0.63849359 0.3800422  0.42050729],[0.63735442 0.37406549 0.41828454]
[-0.83044374 -0.94162798  0.16130619],[0.30355125 0.28057162 0.54023933],[0.28204451 0.25129306 0.53993625]
[-0.68729222 -0.29891109  0.09015499],[0.3346357  0.4258237  0.52252349],[0.32109139 0.42393201 0.52241683]
[ 0.31551051  1.24422059 -0.75814431],[0.57822974 0.77629781 0.31904929],[0.57738442 0.78783387 0.30184218]
[ 0.58697259  0.08203296 -0.92048752],[0.64267022 0.52049675 0.28485857],[0.6415751  0.5204073  0.25716866]
[-1.46245429 -0.54215927  1.13644424],[0.18809224 0.36768542 0.7570262 ],[0.10230484 0.36005113 0.76473848]
[-0.86902728  1.21487766  0.44257776],[0.29545675 0.77116086 0.60887309],[0.27141505 0.7815805  0.60770631]
[-0.92902346  0.22159192  0.31091453],[0.28312288 0.5551724  0.57710847],[0.25479787 0.55466143 0.57627861]
[ 1.60537536  0.31314553 -2.0847657 ],[0.83276833 0.57765286 0.11058636],[ 0.86268539  0.57681548 -0.08638514]
[ 0.50081301  1.16142353 -1.09515049],[0.62265037 0.76159128 0.25064965],[0.62144105 0.77012231 0.20822206]
[ 2.18035506  1.21266314 -2.72224187],[0.89847147 0.77076982 0.0616736 ],[ 0.97377954  0.78110751 -0.29171948]
[-1.54152276 -0.4474581   0.71247993],[0.17631402 0.3899653  0.6709489 ],[0.07897493 0.38513219 0.67050557]
[-0.73489157 -0.17265124  0.49849176],[0.32412223 0.45694409 0.62210482],[0.30817612 0.45639006 0.62089553]
[ 1.95385283 -0.46600787 -2.18681064],[0.87586615 0.38556156 0.10094117],[ 0.9312001   0.38024058 -0.11843477]
[ 0.23940184  0.60455627 -0.52791919],[0.55956624 0.64669801 0.37100234],[0.55899076 0.64565674 0.36383972]
[-0.3703451   1.3012162  -0.35091889],[0.40845764 0.7860396  0.41315961],[0.40535639 0.7999066  0.41042312]
[ 0.891019    1.46515642 -1.21225196],[0.70910041 0.81232007 0.22930284],[0.71084603 0.83408886 0.17489369]
[-1.55857137 -0.0392347   0.91351848],[0.17385174 0.49019258 0.71371961],[0.07391999 0.49016823 0.71586188]
[-0.94825333 -0.08041301  0.5514429 ],[0.27923623 0.47990757 0.63447029],[0.2494489  0.47979975 0.63329939]
[-0.41800424 -0.18081744 -0.34613282],[0.39699442 0.4549184  0.41432051],[0.39287803 0.45430521 0.41166968]
[ 0.8267071   0.81930846 -0.97224103],[0.69565821 0.69408953 0.27443404],[0.69642511 0.69475812 0.24276095]
[-0.86314034 -0.39666095  0.17070954],[0.29668366 0.40211485 0.54257405],[0.27303975 0.39847466 0.54224026]
[-2.19562008 -0.4078878   0.88000286],[0.1001445  0.3994187  0.70682281],[-0.12121623  0.39553246  0.70838464]
[-0.05695744  0.34529159 -0.44635565],[0.48576449 0.58547534 0.39022759],[0.48571198 0.5845345  0.38542259]
[ 1.76537112  0.77325487 -2.1141666 ],[0.85388108 0.68422457 0.10772751],[ 0.89459475  0.68434487 -0.09558716]
[ 0.24416961  0.79023318 -0.70698093],[0.56074093 0.6878814  0.33026629],[0.56014812 0.68819127 0.31575744]
[-0.20726288  1.17038938  0.21489245],[0.44836898 0.76321539 0.55351732],[0.44753991 0.77205017 0.55303043]
[-1.01309615 -0.57089667  0.34043877],[0.26637437 0.36102995 0.5842971 ],[0.23133051 0.35238699 0.58337121]
[-0.51757518 -0.21928762  0.25310508],[0.37341941 0.44539673 0.56294062],[0.36658794 0.44445679 0.56231534]
[ 1.0203741   0.56467784 -1.23250947],[0.73504546 0.63753421 0.22574251],[0.73947608 0.63638654 0.16908644]
[-0.74361437 -0.59186759 -0.04977728],[0.32221429 0.35620646 0.48755825],[0.30580197 0.34677849 0.48751851]
[-1.65432342 -0.59553358  0.20433743],[0.16052548 0.3553662  0.55090735],[0.04536735 0.3457967  0.55045805]
[-1.56453078 -0.75457878  0.64114837],[0.17299747 0.31982443 0.655013  ],[0.07215096 0.30281447 0.65412102]
[-0.65947189  0.09521198  0.99446726],[0.34085825 0.52378503 0.72996939],[0.32860848 0.52366702 0.73378234]
[ 1.70494257  1.61429243 -1.5644448 ],[0.84617916 0.83400648 0.17300977],[0.88263321 0.86448401 0.07217649]
[ 2.40404606  0.86051211 -2.94313111],[0.91713532 0.70276764 0.05006216],[ 1.01431995  0.70402081 -0.36571309]
[1.3258397  1.98541386 0.68843044],[0.79015164 0.8792571  0.66561768],[0.80509216 0.93722544 0.66499856]
[-0.77239985 -0.00330799  1.22675471],[0.3159602  0.499173   0.77325007],[0.29795101 0.49917284 0.78411477]
[ 1.58188943 -0.17476393 -1.9091797 ],[0.82947194 0.45641988 0.12907304],[ 0.85793675  0.45585088 -0.03196943]
[-0.97333831 -0.7791939   0.32702129],[0.27421561 0.31449365 0.58103443],[0.24245461 0.29609438 0.58015118]
[ 0.7422259   1.00059332 -0.87982096],[0.67748241 0.73117522 0.29321488],[0.67729299 0.73513053 0.26843349]
[ 2.7926162   1.15758301 -3.22891358],[0.94227551 0.76089326 0.03809203],[ 1.08117347  0.76929578 -0.46361664]
[ 0.1462403   0.86521195 -0.56101967],[0.53649506 0.70374843 0.36331156],[0.53623928 0.70507411 0.35502394]
[-0.78353286 -0.31083039 -0.0054209 ],[0.31355897 0.42291206 0.49864478],[0.29490793 0.42084317 0.49864433]
[ 2.17506343  1.4042334  -2.37401894],[0.89798774 0.80285481 0.08517546],[ 0.97280234  0.82148028 -0.17804422]
[-1.16408855 -0.49293483  0.53839959],[0.23792517 0.37920244 0.63144004],[0.18865133 0.37312152 0.63025179]
[-0.86021109 -0.2299568   0.60503049],[0.29729524 0.4427628  0.64680636],[0.27384778 0.4417176  0.64576669]
[-0.53841223  0.52049224 -0.12179933],[0.36855701 0.62726286 0.46958776],[0.36104863 0.62605938 0.46932764]
[ 1.83012984  0.1893321  -2.03868538],[0.86177719 0.54719214 0.11520066],[ 0.90729183  0.54679533 -0.07201492]
[ 0.4409033   0.76524616 -0.61802814],[0.60847425 0.68249165 0.35023005],[0.60730989 0.68252751 0.33976358]
[ 0.67290845  0.69285968 -0.95565482],[0.6621541  0.66660277 0.27774901],[0.66143503 0.6660141  0.24738715]
[-0.75345962 -0.27279929  0.07088163],[0.32006793 0.43222    0.51771299],[0.30311957 0.43068389 0.51764504]
[ 0.62481107  0.22619083 -1.19023482],[0.65131196 0.55630784 0.23321694],[0.65034694 0.55578027 0.18119141]
[ 0.60185642  1.15480439 -1.07815592],[0.64608091 0.76038736 0.25385515],[0.64503064 0.7686975  0.21302472]
[-1.40396726 -0.81763912  0.7855578 ],[0.19718732 0.30626504 0.68687671],[0.11944132 0.28556221 0.68713293]
[ 0.37753074  0.63359044 -0.73318988],[0.59327741 0.65330314 0.32449512],[0.59224474 0.65237606 0.30863902]
[ 0.09453536  1.36228604 -0.53100219],[0.52361625 0.79613099 0.37028317],[0.52349979 0.81273416 0.36302   ]
[-0.75010815 -0.96109893  0.07655777],[0.32079774 0.27665822 0.5191301 ],[0.30403303 0.2458696  0.51905153]
[-1.41704614 -0.56046196  1.00646064],[0.19512507 0.36344058 0.73232692],[0.11561817 0.35517275 0.73642072]
[ 0.68070156  0.32881474 -0.91415912],[0.66389526 0.58147096 0.28614951],[0.66322507 0.5805819  0.25892492]
[ 1.26322042  0.83033731 -1.54972799],[0.77957999 0.69642625 0.17512556],[0.79186922 0.69724243 0.07654315]
[ 2.53865136  0.52607214 -2.84275349],[0.92680739 0.62856654 0.05505711],[ 1.03799158  0.62736676 -0.33190708]
[ 1.66313131  1.23010315 -1.60620093],[0.8406579  0.77383663 0.16711673],[0.87429274 0.78482848 0.05975155]
[-0.28416072  0.27779258 -0.22228827],[0.42943402 0.56900496 0.44465564],[0.42774861 0.56829062 0.44368675]
[-1.36253585 -0.43652191  0.58828327],[0.20382847 0.39257004 0.64297115],[0.13151848 0.38801125 0.64187966]
[-0.37886888 -0.08185988  1.1201288 ],[0.40639974 0.47954645 0.75401261],[0.40312966 0.47943451 0.76121187]
[-1.07593341 -0.53515434  0.65847452],[0.25427635 0.36931552 0.65891763],[0.21365216 0.36191556 0.6581148 ]
[-2.31059276 -2.40763446 -2.78256545],[0.09024946 0.08259238 0.05827361],[-0.15773077 -0.18885917 -0.31178142]
[-1.91780868 -0.94624004 -0.57202332],[0.12810613 0.27964161 0.36077009],[-0.03462202  0.25000944  0.35208601]
[-1.11142566 -0.25113213  0.41332139],[0.2476052  0.43754486 0.60188402],[0.20361458 0.43627096 0.60076783]
[-1.00310039 -0.51650209  0.60035627],[0.26833228 0.37367053 0.64573781],[0.23413175 0.36687286 0.64468265]
[-0.3544852   0.52848669 -0.04092274],[0.41229519 0.62913009 0.48977074],[0.4094938 0.6279322 0.4897442]
[-1.42345022 -0.23310311  0.91095854],[0.19412127 0.44198668 0.71319627],[0.11374429 0.44090917 0.71529195]
[-1.12066821 -0.47982548  0.32773299],[0.24588736 0.38229334 0.58120768],[0.20099449 0.37659014 0.58032211]
[ 1.39012997  0.83015552 -1.94477907],[0.80061299 0.69638781 0.12512376],[ 0.81854557  0.69720151 -0.04292725]
[ 0.12140537  0.41495909 -0.53197564],[0.53031412 0.60227638 0.37005622],[0.53013025 0.60115691 0.36276112]
[ 0.7550503   0.46764848 -0.58674717],[0.68027814 0.61482703 0.35738155],[0.68021106 0.61363169 0.34814912]
[-1.21970968 -0.96206394  0.43983333],[0.22798754 0.27646515 0.60821932],[0.1727572  0.24560051 0.60705653]
[-1.57549585 -0.41419632  0.8040621 ],[0.17143433 0.39790635 0.69084273],[0.06889323 0.39387754 0.69131779]
[-0.86808242 -0.04304062  1.05566766],[0.29565347 0.48924151 0.74186176],[0.27167589 0.48921206 0.7472004 ]
[ 1.73346642  0.86875712 -1.71192887],[0.84985528 0.70448702 0.1529137 ],[0.88829302 0.7058682  0.02805727]
[-0.64725183  0.77821445  1.11816743],[0.3436091  0.68529516 0.75364863],[0.33190302 0.68546935 0.76078738]
[ 1.58014051  0.19695985 -2.03886672],[0.82922442 0.5490814  0.11518218],[ 0.85758247  0.54865806 -0.07207134]
[-1.09696041  0.08282373  1.25015075],[0.25030985 0.5206941  0.77732596],[0.20771006 0.52060304 0.78909453]
[ 0.45709027  0.13328904 -1.09337477],[0.61232368 0.53327301 0.25098332],[0.61113859 0.53305577 0.20872428]
[-0.09392613 -0.60875942 -0.40073351],[0.47653571 0.35234224 0.40113612],[0.47638614 0.34225133 0.39740781]
[-1.66165892 -0.902569    1.08878761],[0.15953943 0.28852285 0.74815335],[0.04316861 0.26213829 0.75441503]
[ 1.36264048 -0.33906773 -2.15428269],[0.79618851 0.41603596 0.1039317 ],[ 0.81280828  0.41350856 -0.10818468]
[-1.04996261 -0.20099641  0.46342462],[0.25923228 0.44991939 0.61382628],[0.22097303 0.4491449  0.61263472]
[-1.44445991  0.41303054  0.79461404],[0.19085566 0.60181432 0.6888212 ],[0.10758806 0.60069872 0.68918234]
[ 0.29989312  1.16327889 -1.00704464],[0.57441639 0.761928   0.26755862],[0.57362424 0.77052146 0.23302676]
[0.48418423 0.5308268  0.95763186],[0.61873543 0.62967593 0.72264741],[0.61752954 0.62848004 0.72565208]
[-0.11590955  0.71115169 -0.29705291],[0.47105501 0.67065559 0.42627808],[0.47082109 0.67020187 0.42441317]
[-0.70260595 -0.2875784   0.13151855],[0.33123471 0.42859682 0.53283233],[0.31694369 0.42686488 0.53262018]
[ 0.4009462   0.83515942 -0.68518596],[0.59891497 0.69744476 0.33510483],[0.59782518 0.69832749 0.32166131]
[-1.18821896 -0.36688852  0.71531238],[0.23357763 0.40929308 0.67157394],[0.1817673  0.40625876 0.67115302]
[ 0.42000352  1.20775529 -0.84438877],[0.60348409 0.76990153 0.30061126],[0.60235484 0.78005873 0.27820792]
[ 2.64387843  1.09343029 -2.96740639],[0.93363269 0.74902712 0.04892026],[ 1.05611821  0.75542373 -0.37393411]
[-1.16991058  0.33829452  0.72222646],[0.23687115 0.58377618 0.67309711],[0.18699199 0.58285698 0.67273245]
[-1.127895   -0.38755563  0.38382631],[0.24454978 0.40430587 0.59479563],[0.19894404 0.4008581  0.59374674]
[ 0.22096909  0.66738559 -0.61429931],[0.55501859 0.6609175  0.35107909],[0.55450986 0.66016535 0.34076472]
[-0.12015419  1.35021274 -0.08493436],[0.46999754 0.79416441 0.47877917],[0.4697449  0.81020707 0.4786582 ]
[-0.43317742  0.44342339 -0.22863849],[0.39336785 0.60907445 0.44308809],[0.388891   0.60790648 0.44205624]
[-0.77601558 -0.27036898  2.22764538],[0.31517925 0.43281651 0.90270475],[0.2969631  0.43131126 0.98247529]
[0.10971138 0.27710505 0.45916286],[0.52740037 0.56883635 0.61281556],[0.5272473  0.56812446 0.61162826]
[-1.79784094 -0.23002754  1.01861584],[0.14211409 0.44274535 0.73470289],[0.00205628 0.44169942 0.73909029]
[ 2.76180549  0.66415789 -2.55235246],[0.94057663 0.66019378 0.0722686 ],[ 1.07603783  0.65942289 -0.23580566]
[-1.84148115 -0.67315608  1.03027415],[0.13687621 0.3377905  0.73696904],[-0.01123608  0.32491389  0.74164657]
[-0.08695464  0.57233069 -0.29201536],[0.47827503 0.6393008  0.42751054],[0.47814792 0.63816924 0.42571706]
[ 1.42313495 -1.11101365 -1.95761116],[0.80582941 0.24768196 0.12372581],[ 0.82540404  0.20373132 -0.04688641]
[-0.15198962  0.86743713 -0.35220363],[0.46207557 0.70421214 0.41284815],[0.46165608 0.70557258 0.41008838]
[-0.43388617  0.13299455 -0.04209814],[0.39319873 0.53319972 0.48947702],[0.3887046  0.53298332 0.48944888]
[-0.26232236  0.25360384 -0.30837364],[0.43479291 0.56306333 0.42351177],[0.43338721 0.56243624 0.42148018]
[ 3.49663939  1.7533115  -3.11840413],[0.970592   0.85236999 0.04235445],[ 1.19076254  0.89221636 -0.4254677 ]
[0.71513618 1.0110417  0.29920412],[0.67153507 0.73322396 0.57424795],[0.67111275 0.73742734 0.57345818]
[ 0.92240446  0.7347636  -1.68781812],[0.71553178 0.67584974 0.15606299],[0.71783867 0.67559274 0.03531452]
[ 1.71845797  1.86548557 -0.84524304],[0.84793011 0.86593506 0.30043169],[0.88531802 0.91417085 0.2779727 ]
[-1.67451498 -1.31733128 -1.38273481],[0.15782314 0.21126264 0.20057014],[0.03931125 0.14463676 0.12563696]
[-1.3904322  -0.41158055  0.90703927],[0.19933877 0.39853319 0.71239392],[0.12339242 0.39456388 0.71441901]
